Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
UE10014,Arizona,12867,No,Basic,High School or Below,2002-08-11,Unemployed,M,0,Suburban,Single,189,24,93,0,6,Personal Auto,Personal L3,Offer1,Agent,1415.579302,Luxury Car,Small
NV11692,Nevada,4420,No,Basic,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,68,0,93,3,5,Personal Auto,Personal L3,Offer2,Agent,546.420009,Four-Door Car,Large
XJ52902,Nevada,2756,No,Basic,High School or Below,1/27/11,Employed,M,43540,Rural,Married,70,29,60,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,117.585017,Two-Door Car,Medsize
EI89831,Nevada,7744,No,Basic,Bachelor,1/25/11,Employed,F,96961,Rural,Married,64,24,99,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,81.377259,Two-Door Car,Medsize
ZY57929,Arizona,8170,No,Basic,College,1/26/11,Employed,F,32799,Suburban,Divorced,104,7,27,0,3,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Medsize
KI70852,Nevada,3570,No,Basic,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,101,12,38,0,1,Personal Auto,Personal L3,Offer1,Call Center,1201.085226,SUV,Small
WD38067,California,10657,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Personal L2,Offer2,Call Center,631.743039,Two-Door Car,Medsize
NQ45562,California,7093,No,Premium,Master,1/14/11,Employed,M,35173,Rural,Married,180,24,9,2,1,Personal Auto,Personal L2,Offer1,Agent,415.331869,Sports Car,Medsize
RU75129,Washington,2777,No,Basic,High School or Below,2002-01-11,Employed,F,65431,Suburban,Married,69,7,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,331.2,Four-Door Car,Medsize
KC16062,Arizona,7550,No,Basic,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,100,20,48,0,6,Corporate Auto,Corporate L3,Offer1,Agent,480.0,SUV,Small
VK57280,Washington,4727,No,Basic,Bachelor,2001-03-11,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize
AP90638,Arizona,14275,No,Extended,High School or Below,2002-02-11,Unemployed,M,0,Suburban,Single,84,35,42,0,2,Personal Auto,Personal L1,Offer4,Call Center,604.8,Four-Door Car,Medsize
GF12712,California,9559,No,Extended,High School or Below,1/24/11,Employed,F,40672,Suburban,Divorced,121,28,99,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,580.8,SUV,Medsize
QQ26855,California,8880,Yes,Basic,High School or Below,2002-03-11,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small
ZJ90079,Arizona,5525,No,Basic,College,2002-01-11,Employed,F,64816,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small
CE75354,California,5923,No,Basic,Bachelor,2/20/11,Employed,F,36685,Suburban,Married,74,15,25,0,5,Corporate Auto,Corporate L1,Offer1,Branch,355.2,Four-Door Car,Medsize
CP38401,Oregon,8502,No,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,136,20,98,3,6,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,Medsize
ZZ42291,California,40236,No,Extended,Master,1/13/11,Employed,F,77143,Rural,Married,125,5,49,3,2,Personal Auto,Personal L3,Offer1,Agent,176.006384,SUV,Small
EI57866,Arizona,2585,No,Basic,Master,2/23/11,Employed,M,60942,Urban,Married,64,11,56,0,1,Special Auto,Special L1,Offer2,Call Center,288.205261,Two-Door Car,Large
KL39986,Arizona,19279,No,Basic,High School or Below,2001-05-11,Unemployed,F,0,Suburban,Single,61,12,77,0,2,Personal Auto,Personal L3,Offer3,Branch,366.604732,Two-Door Car,Medsize
PL18921,Oregon,11982,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize
SR71068,Washington,3934,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize
JM47657,Oregon,2491,Yes,Basic,High School or Below,2002-12-11,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,Medsize
JZ54775,Arizona,7432,No,Extended,Bachelor,1/15/11,Employed,F,27688,Suburban,Married,92,8,86,0,9,Personal Auto,Personal L3,Offer1,Agent,572.352362,Four-Door Car,Small
LO57469,Oregon,7865,No,Extended,High School or Below,1/23/11,Employed,F,75490,Rural,Married,97,33,20,0,7,Corporate Auto,Corporate L3,Offer2,Agent,43.084332,Four-Door Car,Medsize
DA99797,Oregon,15979,No,Extended,Bachelor,1/15/11,Employed,F,33871,Suburban,Single,136,2,23,0,2,Personal Auto,Personal L3,Offer1,Call Center,933.624655,SUV,Medsize
WA63124,Nevada,2114,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,65,27,37,2,1,Personal Auto,Personal L1,Offer3,Call Center,468.0,Four-Door Car,Small
YV97407,California,8662,No,Basic,College,1/19/11,Employed,M,85470,Suburban,Single,109,23,31,0,6,Personal Auto,Personal L2,Offer1,Agent,523.2,SUV,Medsize
UQ71296,Washington,5625,No,Basic,College,2/28/11,Employed,M,97095,Urban,Married,70,4,8,0,5,Personal Auto,Personal L1,Offer4,Branch,208.035411,Four-Door Car,Large
LY14687,Washington,4592,No,Basic,College,2/13/11,Employed,F,73604,Rural,Married,114,15,89,0,1,Personal Auto,Personal L2,Offer1,Agent,184.222768,SUV,Medsize
AM32820,California,3710,No,Basic,Bachelor,1/29/11,Unemployed,M,0,Suburban,Single,112,13,33,0,1,Personal Auto,Personal L2,Offer2,Agent,1082.898726,SUV,Medsize
ZP47993,California,8209,No,Premium,Bachelor,2001-11-11,Employed,F,40646,Suburban,Married,103,22,6,0,8,Personal Auto,Personal L3,Offer2,Web,494.4,Four-Door Car,Medsize
WN13366,Arizona,5595,Yes,Basic,High School or Below,2002-05-11,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize
MK87221,Arizona,3414,No,Extended,High School or Below,2002-12-11,Medical Leave,F,18168,Suburban,Married,87,25,50,0,1,Personal Auto,Personal L2,Offer2,Agent,417.6,Two-Door Car,Medsize
BC77846,Nevada,6325,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,89,4,86,0,7,Personal Auto,Personal L2,Offer3,Agent,614.572672,Two-Door Car,Medsize
YL27602,Oregon,6394,No,Basic,Master,1/27/11,Unemployed,M,0,Suburban,Single,66,4,6,2,2,Personal Auto,Personal L3,Offer1,Agent,316.8,Four-Door Car,Large
QS70017,Arizona,8738,No,Premium,Bachelor,1/26/11,Employed,M,43597,Suburban,Married,110,20,24,0,6,Personal Auto,Personal L3,Offer1,Agent,528.0,Two-Door Car,Medsize
PZ80067,Oregon,4836,No,Premium,High School or Below,2/25/11,Unemployed,M,0,Suburban,Divorced,140,15,87,0,1,Personal Auto,Personal L2,Offer3,Branch,672.0,SUV,Small
FV62588,Oregon,24968,No,Basic,High School or Below,2/15/11,Employed,M,66825,Rural,Married,69,11,47,0,2,Personal Auto,Personal L3,Offer4,Agent,70.031111,Four-Door Car,Medsize
IN56924,California,5410,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,62,1,9,5,2,Personal Auto,Personal L3,Offer2,Agent,297.6,Four-Door Car,Medsize
IX67925,California,2344,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,74,13,42,1,1,Personal Auto,Personal L2,Offer4,Branch,532.8,Four-Door Car,Medsize
IS58553,Oregon,15174,No,Extended,High School or Below,2/26/11,Employed,F,22448,Suburban,Married,126,20,32,0,2,Personal Auto,Personal L3,Offer1,Branch,604.8,SUV,Medsize
AB78984,Oregon,11124,No,Extended,College,1/17/11,Employed,M,42596,Rural,Single,96,8,82,0,2,Personal Auto,Personal L1,Offer1,Web,42.293622,Four-Door Car,Medsize
WN13947,Oregon,4863,No,Basic,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,70,3,35,0,5,Corporate Auto,Corporate L3,Offer2,Agent,646.785442,Four-Door Car,Small
VA91846,Arizona,5578,No,Basic,College,2001-09-11,Employed,M,97868,Urban,Married,70,5,22,1,3,Special Auto,Special L2,Offer3,Branch,267.786573,Two-Door Car,Large
KM58067,California,4527,No,Basic,High School or Below,2002-09-11,Employed,F,92921,Rural,Married,112,35,49,0,1,Personal Auto,Personal L2,Offer2,Call Center,109.28708,SUV,Medsize
EL42453,Washington,2520,No,Basic,Bachelor,2001-10-11,Employed,M,41372,Suburban,Married,64,21,32,0,1,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Small
TP10619,California,4892,No,Basic,High School or Below,1/27/11,Medical Leave,F,26660,Suburban,Married,63,23,40,0,8,Personal Auto,Personal L2,Offer3,Agent,453.6,Two-Door Car,Medsize
AH41065,Washington,18943,No,Extended,High School or Below,1/27/11,Employed,M,58851,Suburban,Married,79,11,33,1,2,Personal Auto,Personal L1,Offer2,Web,494.187643,Four-Door Car,Medsize
SS63511,California,8565,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29,29,0,9,Corporate Auto,Corporate L3,Offer2,Agent,178.006524,Sports Car,Medsize
NE21279,California,4420,No,Basic,Master,1/28/11,Unemployed,F,0,Suburban,Married,112,16,12,0,1,Personal Auto,Personal L3,Offer1,Agent,537.6,SUV,Medsize
TN71995,Arizona,5638,No,Extended,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,84,4,52,1,4,Personal Auto,Personal L3,Offer2,Agent,403.2,Four-Door Car,Large
OM13505,Washington,5047,No,Basic,Bachelor,1/14/11,Employed,M,81741,Urban,Single,64,10,94,0,8,Corporate Auto,Corporate L2,Offer1,Agent,186.448395,Four-Door Car,Medsize
KI83797,Oregon,4913,No,Basic,College,2002-06-11,Employed,F,48295,Urban,Single,63,25,96,0,8,Personal Auto,Personal L1,Offer1,Branch,290.301553,Four-Door Car,Medsize
SH60585,Nevada,5799,No,Basic,High School or Below,1/29/11,Employed,F,65538,Urban,Married,72,24,86,0,3,Personal Auto,Personal L3,Offer4,Web,261.341223,Four-Door Car,Small
GU33167,Oregon,5569,No,Basic,College,1/15/11,Employed,M,53997,Suburban,Married,69,26,3,0,3,Personal Auto,Personal L3,Offer1,Branch,345.158393,Four-Door Car,Medsize
BX20846,Oregon,3861,Yes,Extended,College,2001-06-11,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Personal L3,Offer2,Branch,281.110788,Four-Door Car,Medsize
VK69632,California,2913,No,Basic,Bachelor,2002-05-11,Employed,F,68899,Rural,Single,74,6,60,0,1,Personal Auto,Personal L3,Offer2,Branch,66.103422,Two-Door Car,Medsize
RU72450,California,6980,No,Basic,Bachelor,1/25/11,Unemployed,M,0,Suburban,Single,67,20,14,0,2,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Medsize
KN15789,Nevada,6769,No,Extended,High School or Below,2001-04-11,Unemployed,F,0,Suburban,Single,97,31,43,0,7,Personal Auto,Personal L3,Offer1,Agent,698.4,Four-Door Car,Small
GG29821,Oregon,8194,No,Basic,Bachelor,2/20/11,Employed,M,54950,Urban,Married,103,25,75,0,7,Corporate Auto,Corporate L1,Offer4,Web,480.578584,SUV,Medsize
RN98239,California,7519,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize
NE83217,Nevada,3746,No,Extended,Bachelor,1/26/11,Employed,F,70342,Suburban,Single,96,3,99,1,1,Personal Auto,Personal L2,Offer3,Web,685.907341,Four-Door Car,Small
YU72630,Arizona,2592,Yes,Basic,High School or Below,2001-02-11,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small
EZ80325,California,4548,No,Extended,Bachelor,2002-06-11,Unemployed,F,0,Suburban,Married,132,5,88,3,1,Personal Auto,Personal L2,Offer1,Branch,950.4,Sports Car,Large
CE41738,Oregon,2885,No,Basic,College,1/21/11,Employed,F,77748,Rural,Married,72,1,51,0,1,Personal Auto,Personal L3,Offer2,Branch,7.214579,Two-Door Car,Medsize
HF15113,Oregon,4884,No,Basic,Bachelor,2001-02-11,Disabled,F,19096,Suburban,Divorced,64,17,5,0,3,Personal Auto,Personal L3,Offer1,Web,374.8996,Two-Door Car,Medsize
WZ83320,Arizona,9061,No,Premium,Master,2/18/11,Employed,F,73876,Urban,Married,112,19,71,0,8,Personal Auto,Personal L1,Offer3,Web,419.303041,Four-Door Car,Medsize
XX31571,Washington,16728,No,Extended,High School or Below,1/15/11,Unemployed,M,0,Suburban,Single,237,1,29,0,5,Personal Auto,Personal L1,Offer3,Agent,1706.4,Luxury Car,Medsize
US90854,Oregon,11178,No,Basic,Bachelor,1/16/11,Employed,M,20742,Urban,Single,100,17,52,0,2,Personal Auto,Personal L2,Offer2,Web,455.851876,SUV,Medsize
FX55357,Arizona,4364,No,Basic,College,1/18/11,Employed,M,44804,Suburban,Single,114,15,13,0,1,Corporate Auto,Corporate L3,Offer4,Branch,778.350073,SUV,Medsize
LR32149,Arizona,22940,No,Basic,Bachelor,2001-01-11,Employed,F,52993,Urban,Married,64,16,86,0,2,Personal Auto,Personal L1,Offer1,Call Center,304.699889,Four-Door Car,Medsize
UK66803,Oregon,4926,No,Basic,Bachelor,2001-09-11,Employed,F,49185,Rural,Married,61,11,92,0,8,Corporate Auto,Corporate L3,Offer3,Branch,126.950071,Two-Door Car,Medsize
VO87159,Oregon,23086,No,Basic,High School or Below,2002-01-11,Employed,F,69240,Urban,Single,194,16,29,0,2,Personal Auto,Personal L3,Offer2,Branch,744.769131,Luxury SUV,Medsize
QK23524,Oregon,5149,No,Extended,Bachelor,1/22/11,Employed,F,26877,Suburban,Married,131,5,2,0,1,Personal Auto,Personal L2,Offer4,Agent,628.8,SUV,Small
ZQ37164,Arizona,8017,No,Basic,Bachelor,1/29/11,Employed,F,82828,Urban,Married,67,14,36,1,2,Personal Auto,Personal L2,Offer4,Agent,217.472776,Four-Door Car,Medsize
FG47217,California,2539,No,Basic,Bachelor,2002-11-11,Employed,M,99824,Suburban,Married,63,1,56,0,1,Special Auto,Special L2,Offer1,Agent,302.4,Four-Door Car,Medsize
FQ46354,California,10499,No,Extended,Bachelor,2002-04-11,Employed,M,30352,Rural,Married,89,21,13,0,2,Personal Auto,Personal L2,Offer1,Web,146.110685,Four-Door Car,Medsize
AG56998,Oregon,2449,No,Basic,College,2002-08-11,Unemployed,M,0,Suburban,Married,69,7,68,0,1,Corporate Auto,Corporate L3,Offer2,Branch,331.2,Two-Door Car,Medsize
KG23128,Oregon,6057,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13,62,0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize
NX34811,Nevada,8296,No,Premium,Bachelor,2002-10-11,Employed,F,85478,Rural,Married,103,29,15,0,6,Personal Auto,Personal L1,Offer1,Call Center,224.159416,Two-Door Car,Medsize
PY79729,Oregon,2787,No,Basic,High School or Below,2001-03-11,Employed,F,94310,Suburban,Divorced,70,1,76,4,1,Corporate Auto,Corporate L3,Offer4,Agent,430.769347,Four-Door Car,Small
VJ64329,Oregon,25465,Yes,Extended,College,2002-01-11,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small
CO71312,Arizona,11470,No,Premium,High School or Below,2001-06-11,Disabled,F,10384,Suburban,Married,151,5,72,0,5,Personal Auto,Personal L2,Offer1,Agent,914.434097,SUV,Medsize
VG83453,California,3557,No,Extended,Doctor,2/21/11,Disabled,M,17272,Suburban,Married,93,30,58,0,1,Personal Auto,Personal L2,Offer4,Call Center,446.4,Two-Door Car,Medsize
JD78271,Nevada,8317,No,Basic,College,1/18/11,Employed,F,64367,Rural,Married,104,2,14,0,9,Personal Auto,Personal L2,Offer3,Call Center,96.431061,SUV,Medsize
XM69101,Oregon,7602,No,Extended,Bachelor,1/29/11,Employed,M,47519,Urban,Married,96,21,2,0,4,Personal Auto,Personal L1,Offer2,Branch,245.248248,Two-Door Car,Medsize
HK30754,Arizona,9427,No,Extended,College,1/16/11,Medical Leave,M,26263,Suburban,Divorced,85,11,31,0,2,Special Auto,Special L2,Offer4,Agent,475.159732,Two-Door Car,Large
WJ47053,Oregon,6419,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Single,63,30,34,0,2,Personal Auto,Personal L3,Offer1,Call Center,556.85728,Two-Door Car,Medsize
HX36471,California,6788,No,Extended,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,93,2,70,0,9,Personal Auto,Personal L3,Offer2,Branch,855.341729,Two-Door Car,Medsize
HS66275,California,3359,No,Extended,High School or Below,2/18/11,Employed,F,77309,Suburban,Married,83,22,6,0,1,Personal Auto,Personal L2,Offer4,Agent,596.320943,Two-Door Car,Small
MB75636,Oregon,2440,No,Basic,College,2001-10-11,Employed,F,50876,Urban,Married,61,13,60,0,1,Personal Auto,Personal L2,Offer1,Agent,171.248196,Four-Door Car,Medsize
KB35786,Oregon,4506,No,Basic,Bachelor,2002-03-11,Medical Leave,M,20284,Suburban,Single,65,14,84,1,3,Personal Auto,Personal L2,Offer1,Agent,532.806637,Four-Door Car,Medsize
LX42787,California,2310,No,Basic,College,2001-03-11,Retired,M,22567,Suburban,Single,69,6,12,0,1,Personal Auto,Personal L2,Offer4,Branch,496.8,Four-Door Car,Large
SS34897,California,2542,No,Basic,Bachelor,1/27/11,Employed,M,63546,Rural,Married,64,1,53,0,1,Personal Auto,Personal L2,Offer3,Call Center,131.813652,Four-Door Car,Medsize
ZQ92997,Nevada,6414,No,Extended,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,89,0,12,0,5,Personal Auto,Personal L3,Offer1,Call Center,640.8,Four-Door Car,Medsize
OB66874,Oregon,2585,No,Basic,College,2001-12-11,Employed,F,28137,Suburban,Married,65,23,2,0,1,Personal Auto,Personal L1,Offer3,Web,312.0,Two-Door Car,Large
LE74625,California,2961,No,Extended,Master,2/28/11,Medical Leave,M,22608,Suburban,Married,77,5,10,0,1,Personal Auto,Personal L1,Offer2,Agent,369.6,Four-Door Car,Small
QN60028,California,2760,Yes,Basic,Bachelor,2001-03-11,Employed,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Medsize
GV19121,Oregon,3342,No,Basic,College,2002-10-11,Unemployed,M,0,Suburban,Single,69,9,72,5,3,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Large
PS43764,Washington,5169,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Special Auto,Special L2,Offer2,Call Center,350.4,Four-Door Car,Medsize
YW60802,Oregon,4117,No,Basic,High School or Below,2002-11-11,Unemployed,F,0,Suburban,Single,116,19,99,0,1,Personal Auto,Personal L1,Offer1,Web,1301.796063,SUV,Small
UI80897,Washington,5553,No,Basic,High School or Below,2/27/11,Employed,M,50470,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large
VV35420,Arizona,7285,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L1,Offer2,Agent,386.031248,Four-Door Car,Small
RW61528,Nevada,13917,No,Premium,College,2001-02-11,Employed,F,52423,Suburban,Single,119,2,80,1,2,Corporate Auto,Corporate L1,Offer1,Web,571.2,Four-Door Car,Medsize
LT60268,Nevada,11044,No,Extended,College,2001-04-11,Employed,F,29696,Urban,Single,139,17,41,0,3,Personal Auto,Personal L3,Offer3,Call Center,478.107847,SUV,Medsize
VA77345,Oregon,3531,No,Extended,College,2/25/11,Employed,F,26884,Urban,Married,89,11,84,0,1,Special Auto,Special L2,Offer4,Call Center,238.132215,Four-Door Car,Medsize
WG15595,California,2760,No,Basic,College,2001-09-11,Employed,M,64388,Suburban,Married,69,12,51,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Two-Door Car,Small
FZ45665,Oregon,6500,No,Basic,Bachelor,2001-03-11,Unemployed,F,0,Suburban,Single,61,13,37,0,2,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
MM90239,Oregon,6369,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small
UG18431,Arizona,13083,No,Basic,Bachelor,2002-09-11,Employed,M,73060,Suburban,Married,108,9,78,0,2,Special Auto,Special L3,Offer2,Call Center,518.4,SUV,Medsize
BE78308,Oregon,2151,No,Basic,Bachelor,1/29/11,Unemployed,M,0,Suburban,Single,63,8,83,0,1,Personal Auto,Personal L1,Offer1,Branch,453.6,Two-Door Car,Medsize
EM29019,Arizona,8448,No,Basic,Bachelor,2/18/11,Employed,F,61337,Rural,Married,105,35,46,0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medsize
SK37917,Nevada,5075,No,Basic,College,2001-11-11,Unemployed,M,0,Suburban,Single,73,28,8,0,3,Corporate Auto,Corporate L2,Offer3,Agent,350.4,Two-Door Car,Medsize
DD68171,Arizona,3528,No,Extended,Bachelor,2002-08-11,Employed,F,59496,Rural,Married,88,22,64,0,1,Personal Auto,Personal L3,Offer1,Agent,189.144728,Four-Door Car,Medsize
NF20746,Oregon,13062,No,Basic,Bachelor,1/18/11,Unemployed,F,0,Suburban,Single,180,4,45,0,6,Personal Auto,Personal L1,Offer2,Agent,1474.267145,Luxury Car,Medsize
PY48656,Arizona,6260,No,Extended,Master,1/31/11,Employed,F,37813,Rural,Married,78,4,26,1,5,Corporate Auto,Corporate L2,Offer1,Agent,39.781368,Four-Door Car,Medsize
AO42003,Oregon,16681,No,Basic,College,1/24/11,Employed,F,55907,Suburban,Married,104,23,64,0,2,Corporate Auto,Corporate L1,Offer1,Agent,499.2,SUV,Large
DK41858,Arizona,5792,No,Basic,College,2002-05-11,Employed,F,80480,Urban,Married,72,6,55,0,7,Personal Auto,Personal L3,Offer3,Agent,242.842607,Four-Door Car,Medsize
TY20016,Oregon,7980,No,Basic,Bachelor,1/20/11,Employed,M,72734,Urban,Married,66,7,96,0,2,Personal Auto,Personal L3,Offer4,Web,195.218968,Two-Door Car,Large
OH76118,Washington,2767,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Rural,Married,72,27,60,0,1,Personal Auto,Personal L2,Offer1,Web,22.326388,Four-Door Car,Medsize
IZ79227,Arizona,2975,No,Extended,Bachelor,2001-06-11,Employed,M,36548,Suburban,Married,76,10,95,0,1,Personal Auto,Personal L1,Offer2,Agent,547.2,Four-Door Car,Small
HN10814,Arizona,4179,No,Basic,Master,1/28/11,Employed,M,62113,Rural,Married,104,1,0,0,1,Personal Auto,Personal L3,Offer2,Web,5.894778,SUV,Medsize
OD25312,Arizona,4734,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,67,7,75,0,5,Personal Auto,Personal L3,Offer3,Agent,747.458052,Four-Door Car,Medsize
ZR32858,California,4316,No,Basic,Bachelor,2/25/11,Employed,F,41252,Urban,Married,109,25,31,0,1,Personal Auto,Personal L3,Offer2,Branch,514.059402,SUV,Medsize
FC68244,Oregon,6127,No,Extended,High School or Below,2001-01-11,Employed,M,61139,Suburban,Married,76,4,16,0,4,Personal Auto,Personal L2,Offer2,Web,364.8,Four-Door Car,Medsize
